"taxon","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence"
"Acacia_lasiocarpa_bracteolata","Shrub",NA,NA,"0.2","0.6",NA,"m","heads",NA,NA,"5","7",NA,"mm",NA,NA,NA,NA,NA,NA,"3","6",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_guinetii","Shrub",NA,"0.31",NA,"2",NA,"m","racemes","globular",NA,"1",NA,NA,"mm",NA,NA,NA,NA,NA,"10","10","25","25","mm","5-merous",NA,"10","25",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_plicata","Shrub",NA,NA,"1","2",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"30",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drewiana","Subshrub",NA,NA,"0.3","1",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10","20","20","mm","5-merous",NA,"10","20",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drewiana_drewiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drewiana_minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_anarthros","Subshrub",NA,NA,"0.2","0.5",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"15",NA,"mm","5-merous",NA,"7","15",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_preissiana","shrub","lignotuber",NA,NA,NA,NA,NA,"simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","25","25","mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_tayloriana","shrub",NA,NA,NA,NA,NA,NA,"simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","50","50","mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drummondii","Shrub",NA,NA,"0.2","2",NA,"m","spikes",NA,"10",NA,"40",NA,"mm",NA,NA,NA,NA,NA,NA,"10","30",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drummondii_drummondii","Shrub",NA,NA,"0.2","0.6",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drummondii_affinis","Shrub",NA,NA,"0.3","1",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drummondii_candolleana","Shrub",NA,NA,"0.3","1","2","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_drummondii_elegans","Shrub",NA,NA,"1","2",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_varia","Shrub","spreading by subterranean runners",NA,"0.3","0.6",NA,"m","spikes",NA,"5",NA,"20",NA,"mm",NA,NA,NA,NA,NA,NA,"7","15",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_varia_varia","Subshrub","spreading by subterranean runners",NA,NA,NA,NA,NA,"spikes","cylindrical",NA,"10","20",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_varia_crassinervis","Subshrub","spreading by subterranean runners",NA,NA,NA,NA,NA,"spikes","cylindrical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_varia_parviflora","shrub","suckering from subterranean runners",NA,"0.3","0.6","1","m","spikes","obloid to cylindrical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_luteola","Shrub",NA,NA,"0.2","0.7",NA,"m","simple","globular to cylindrical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"20",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_gilbertii","shrub",NA,NA,NA,"1",NA,"m","heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","15",NA,"mm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Inga_tomentosa","tree",NA,NA,NA,"25",NA,"m","spike",NA,"4.5",NA,"10",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped or shortly tubular",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,"1.5",NA,"2",NA,"mm",NA,NA,NA,NA,NA,"70","5","5","8","8","mm","white",NA,NA,NA,"present",NA,""
"Inga_pallida",NA,NA,NA,NA,NA,NA,NA,"loose spike",NA,"4.5",NA,"7",NA,"cm",NA,NA,NA,NA,NA,"2","2","3.5","3.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","1",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1.5",NA,"mm",NA,NA,NA,NA,NA,"40",NA,"5.5","5.5",NA,"mm",NA,NA,NA,NA,"present",NA,""
"Inga_lineata","tree",NA,NA,NA,"20",NA,"m","spike",NA,"0.7",NA,"2",NA,"cm",NA,NA,NA,NA,NA,"2",NA,"3.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,NA,"0.5","1",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"60",NA,"7",NA,NA,"mm",NA,NA,NA,NA,"present",NA,""
"Inga_coruscans","Tree",NA,NA,NA,"20",NA,"m","congested spike",NA,"5.5",NA,"9",NA,"cm",NA,NA,NA,NA,NA,NA,"0.8","2.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25",NA,NA,"mm",NA,NA,NA,NA,NA,NA,"0.75","0.75",NA,"mm",NA,NA,NA,NA,NA,"20",NA,NA,"5",NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_yacoana","tree",NA,NA,NA,"20",NA,"m","spike",NA,"3",NA,"7",NA,"cm",NA,NA,NA,NA,NA,NA,"0.5","0.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,"0.25","0.25","0.25","0.25","mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"45",NA,"5",NA,NA,"mm",NA,NA,NA,NA,"present",NA,""
"Inga_laurina","tree",NA,NA,NA,"20",NA,"m","spike",NA,NA,"3","10","16","cm",NA,NA,NA,NA,NA,NA,"0.5","3","5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"2",NA,"mm",NA,NA,NA,NA,NA,NA,"5",NA,"12",NA,"mm","white",NA,NA,"present","present",NA,""
"Inga_belizensis","tree",NA,NA,NA,"12",NA,"m","spike",NA,"1",NA,"2",NA,"cm",NA,NA,NA,NA,NA,NA,"2.7","3.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.5","0.5","0.5","mm",NA,NA,NA,NA,NA,NA,"2","2",NA,"mm",NA,NA,NA,NA,NA,"45",NA,"9",NA,NA,"mm",NA,NA,NA,NA,"present",NA,""
"Inga_lopadadenia","Tree","small simple buttresses to 50 cm high, and sometimes with stilt roots",NA,NA,"20",NA,"m","racemose",NA,NA,"2.5","10.5",NA,"cm",NA,NA,NA,NA,NA,"1",NA,"4",NA,"cm",NA,"0.5",NA,"1.25",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped to tubular",NA,"1","2",NA,"mm",NA,"0.25","0.3",NA,"mm",NA,NA,NA,NA,NA,"1.5","1.5","2","2","mm",NA,NA,NA,NA,NA,"45",NA,"5","7.5",NA,"mm","pale cream-coloured",NA,NA,NA,"present",NA,""
"Inga_coragypsea","Small tree",NA,NA,NA,NA,NA,NA,"spike",NA,"10",NA,"18",NA,"cm",NA,NA,NA,NA,NA,NA,"5","5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,NA,"5","5","7","7","mm",NA,NA,NA,"equalling the corolla",NA,NA,""
"Inga_longispica","tree",NA,NA,NA,"30",NA,"m","spike","congested","5.5",NA,"10",NA,"cm",NA,NA,NA,NA,NA,NA,"1.5","3.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.3","0.4",NA,"mm",NA,NA,NA,NA,NA,"1","1","1.5","1.5","mm",NA,NA,NA,NA,NA,"47","7","7","7.5","7.5","mm",NA,NA,NA,"present","included",NA,""
"Inga_cylindrica","tree",NA,NA,NA,"20",NA,"m","spike",NA,"4.5",NA,"15",NA,"cm",NA,NA,NA,NA,NA,"1.5",NA,"3.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,NA,"0.25",NA,NA,"mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"30","6","6","8","8","mm","white",NA,NA,"present","present",NA,""
"Inga_interfluminensis","tree",NA,NA,NA,NA,NA,NA,"a congested spike",NA,"2.5","2.5","3.5","3.5","cm",NA,NA,NA,NA,NA,"2.5","2.5","4","4","cm",NA,"0","0","0.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,"0.25","0.25","0.5","0.5","mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"mm",NA,NA,NA,"equalling the corolla","equalling the corolla",NA,""
"Inga_marginata","tree",NA,NA,NA,"30",NA,"m","spikate",NA,NA,"3.5","11.5",NA,"cm",NA,NA,NA,NA,NA,"0.6",NA,"3","4","cm",NA,NA,NA,"0.5","1","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped or shortly tubular",NA,NA,NA,NA,NA,"0.25","0.25","0.5","0.5","mm",NA,NA,NA,NA,NA,NA,"0.75","1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"5","8",NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_dominicensis","tree",NA,NA,NA,"4",NA,"m","raceme",NA,"1",NA,"3",NA,"cm",NA,NA,NA,NA,NA,NA,"5","5",NA,"mm",NA,"0.5",NA,"1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,"1","1","1.5","1.5","mm",NA,NA,NA,NA,NA,"25",NA,"1",NA,NA,"cm",NA,NA,NA,"present","present",NA,""
"Inga_microcoma","tree",NA,NA,NA,"30",NA,"m","spike","congested",NA,"4","9.5",NA,"cm",NA,NA,NA,NA,NA,"0.7",NA,"3.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"50",NA,"4",NA,NA,"mm",NA,NA,NA,"present","present",NA,""
"Inga_salicifolia","Arbor parva",NA,NA,NA,NA,NA,NA,"raceme",NA,NA,"4","5",NA,"cm",NA,NA,NA,NA,NA,NA,"2","2.2",NA,"cm",NA,"1.5",NA,"2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped","1.5","1.5","2.5","2.5","mm",NA,"0.5","0.5",NA,"mm","5.5","5.5","6.5","6.5","mm",NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"45",NA,"7",NA,NA,"mm",NA,NA,NA,"present","present",NA,""
"Inga_cordatoalata","tree",NA,NA,NA,"30",NA,"m","racemose",NA,NA,"2.5","6",NA,"cm",NA,NA,NA,NA,NA,"0.6",NA,"2.5",NA,"cm",NA,"0.5",NA,"1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,"1","1","1","1","mm",NA,NA,NA,NA,NA,"40","5","5","7","7","mm","white",NA,NA,NA,"present",NA,""
"Inga_martinicensis","shrub",NA,NA,NA,"4",NA,"m","lax raceme",NA,NA,"5","6",NA,"cm",NA,NA,NA,NA,NA,"1.5","1.5","2","2","cm",NA,"0.5",NA,"1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.5","1","1","mm",NA,NA,NA,NA,NA,NA,"2","2",NA,"mm",NA,NA,NA,NA,NA,"30",NA,"1","1.1",NA,"cm",NA,NA,NA,NA,"present",NA,""
"Inga_mendoncaei","tree",NA,NA,NA,"10",NA,"m","spike","congested","0.7",NA,"2",NA,"cm",NA,NA,NA,NA,NA,NA,"1.5","3",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,"mm",NA,"0.5","0.5",NA,"mm",NA,NA,NA,NA,NA,"1",NA,"1.5",NA,"mm",NA,NA,NA,NA,NA,"50",NA,"7",NA,NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_brachyrhachis","tree",NA,NA,NA,"12",NA,"m","racemose",NA,NA,"5","7",NA,"mm",NA,NA,NA,NA,NA,"2",NA,"5",NA,"mm",NA,"0.5",NA,"1.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,"mm",NA,NA,NA,NA,NA,"30",NA,"9","10",NA,"mm",NA,NA,NA,"present","present",NA,""
"Inga_leptingoides","Small tree",NA,NA,NA,"10",NA,"m","a congested raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7","3",NA,"cm",NA,"1.5",NA,"2.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1",NA,"mm",NA,NA,NA,NA,NA,"35",NA,"7","8",NA,"mm",NA,NA,NA,"present","present",NA,""
"Inga_alba","Tree",NA,NA,NA,"40",NA,"m","congested spike",NA,NA,"5","8",NA,"mm",NA,NA,NA,NA,NA,"4",NA,"20",NA,"mm",NA,"4",NA,"20",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","1",NA,"mm",NA,NA,NA,NA,NA,"25","4.5","4.5","6","6","mm","white or cream-coloured",NA,NA,NA,"present",NA,""
"Inga_auristellae","tree",NA,NA,NA,"25",NA,"m","spike",NA,NA,"7","10",NA,"mm",NA,NA,NA,NA,NA,"1",NA,"2",NA,"cm",NA,"0",NA,"0.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","0.25","0.5","0.5","mm",NA,NA,NA,NA,NA,"1","1","1.25","1.25","mm",NA,NA,NA,NA,NA,"20",NA,"7",NA,NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_bourgoni","tree",NA,NA,NA,"40",NA,"m","spike","congested","1","1","3","3","cm",NA,NA,NA,NA,NA,"1",NA,"4",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"1",NA,"mm",NA,NA,NA,NA,NA,"35",NA,"6",NA,NA,"mm","white",NA,NA,"present","present",NA,""
"Inga_microcalyx","tree",NA,NA,NA,"8",NA,"m","spike","congested",NA,"2","4",NA,"cm",NA,NA,NA,NA,NA,"7","7","10","10","cm",NA,"0",NA,"0.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped",NA,NA,NA,NA,NA,NA,"0.25",NA,NA,"mm",NA,NA,NA,NA,NA,NA,"1.5","2",NA,"mm",NA,NA,NA,NA,NA,"30","1","1","1.5","1.5","cm","white",NA,NA,NA,"present",NA,""
"Inga_alata","Tree",NA,NA,NA,"30",NA,"m","spike",NA,"0.5",NA,"1.5",NA,"cm",NA,NA,NA,NA,NA,NA,"2","4",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,NA,"1","1.5",NA,"mm",NA,NA,NA,NA,NA,"55",NA,"8","8",NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_pezizifera","Tree",NA,NA,NA,"35",NA,"m","raceme",NA,NA,"0.8","2","3.5","cm",NA,NA,NA,NA,NA,"1","1","6","6","cm",NA,"0.5",NA,"1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cup-shaped or shortly tubular",NA,NA,NA,NA,NA,NA,"0.25","0.25",NA,"mm",NA,NA,NA,NA,NA,"1","1","2","2","mm",NA,NA,NA,NA,NA,"37",NA,"6","8",NA,"mm","white",NA,NA,NA,"present",NA,""
"Inga_duckei","tree",NA,NA,NA,"20",NA,"m","a congested raceme",NA,NA,"7","10",NA,"mm",NA,NA,NA,NA,NA,"2.5","2.5","3.5","3.5","cm",NA,"0.5","0.5","1","1","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,NA,"0.25",NA,NA,"mm",NA,NA,NA,NA,NA,NA,"1","1.5",NA,"mm",NA,NA,NA,NA,NA,"45","5","5","6","6","mm",NA,NA,NA,NA,"present",NA,""
"Inga_samanensis","tree",NA,NA,NA,"20",NA,"m","spike",NA,"1.4",NA,"2","4","cm",NA,NA,NA,NA,NA,"0.6","0.6","1.5","1.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tubular",NA,NA,NA,NA,NA,"0.25","0.25","0.25","0.25","mm",NA,NA,NA,NA,NA,"1",NA,"1.5",NA,"mm",NA,NA,NA,NA,NA,"33",NA,"1",NA,NA,"cm","white",NA,NA,"present","present",NA,""
"Inga_ulei","Tree",NA,NA,NA,"12",NA,"m","racemose",NA,NA,"0.7","2",NA,"cm",NA,NA,NA,NA,NA,"1.9",NA,"5.5",NA,"cm",NA,"1","1","2","2","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,"mm",NA,NA,NA,NA,NA,"45","8","8","11","11","mm","white",NA,NA,"present","present",NA,""
"Inga_flagelliformis","tree",NA,NA,NA,"23",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5","12",NA,"cm",NA,"0.7","1.2","1.6","2.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tubular to narrowly funnel-shaped",NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"mm",NA,NA,NA,NA,NA,"1.5","1.5","3","3","mm",NA,NA,NA,NA,NA,"35","1",NA,"1.8",NA,"cm","white",NA,NA,"present","present",NA,""
