"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean"
"Mimosa_lanuginosa_lanuginosa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_lanuginosa_raduliformis","","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_radula","subshrubs","xylopodium","capitula","","4-merous",NA,NA,NA,NA,"paleaceous, obtusely tetragonal","4","pink or purplish",NA,NA,"","",NA,"",130,1,NA,2.5,NA,NA,0.335,0.125,0.41,0.13,0.04,0.7
"Mimosa_radula_radula","","xylopodium","capitula","conelike","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",125,1.25,NA,1.5,NA,NA,0.305,NA,0.39,NA,NA,NA
"Mimosa_radula_calycina","","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,1.15,NA,2.5,NA,NA,0.325,NA,0.4,NA,NA,NA
"Mimosa_radula_semitonsa","subshrub","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,0.85,NA,2.5,NA,NA,0.235,NA,0.355,NA,NA,NA
"Mimosa_radula_radulina","","","capitula","submoriform","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",175,0.9,NA,2.35,NA,NA,0.24,NA,0.37,NA,NA,NA
"Mimosa_radula_imbricata","","","capitula","conelike","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",125,0.75,NA,3,NA,NA,0.345,NA,0.445,NA,NA,NA
"Mimosa_virgula","subshrubs","knotty xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"","4","pink or magenta",NA,NA,"","",NA,"",95,NA,NA,2.5,NA,NA,0.275,0.105,0.36,0.13,0.065,0.55
"Mimosa_pseudoradula","subshrubs","carrotlike or amorphous xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",175,0.95,NA,2.75,NA,NA,0.24,NA,0.4,0.2,0.0525,0.75
"Mimosa_detonsa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_detonsa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_detonsa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_pseudoradula","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_flavocaesia","subshrubs","xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",50,1.05,NA,4.25,NA,NA,0.315,NA,0.43,0.15,0.0825,0.7
"Mimosa_cyclophylla","subshrubs","xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","",NA,NA,"","",NA,"",175,1,NA,6,NA,NA,0.275,NA,0.4,0.18,0.085,0.65
"Mimosa_petiolaris","subshrubs","turbinate xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",75,0.8,NA,4,NA,NA,0.18,NA,0.32,0.1,0.06,0.525
"Mimosa_uniceps","subshrubs","subterranean caudex","capitula","subglobose","4-merous",NA,NA,NA,NA,"paleaceous ","4","",NA,NA,"","",NA,"",12.5,NA,NA,2.5,NA,NA,0.23,NA,0.29,NA,NA,NA
"Mimosa_longipes","herbaceous subshrub","slender oblique (perhaps creeping) rootstock","capitula","moriform","4- or 5-merous haplostemonous",NA,NA,NA,NA,"paleaceous","","pink",NA,NA,"","",NA,"",NA,NA,NA,25,NA,NA,0.2,NA,0.45,0.11,0.08,0.8
"Mimosa_pumilio","herb","knotty xylopodium","capitula","globose","4-6-merous",NA,NA,NA,NA,"membrano-paleaceous","","pink",NA,NA,"","",NA,"",NA,0.6,NA,7.75,NA,NA,0.18,NA,0.325,0.15,0.095,0.7
"Mimosa_setifera","subshrub","","capitula","ovoid pseudoracemose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",50,NA,NA,0.95,NA,NA,0.16,NA,0.255,0.07,0.05,0.4
"Mimosa_dicerastes","arborescent shrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",300,NA,NA,2,NA,NA,0.19,NA,0.3,0.09,0.055,0.55
"Mimosa_discobola","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink-lavender",NA,NA,"","",NA,"",140,0.55,NA,2,NA,NA,0.125,NA,0.225,0.1,0.045,0.3
"Mimosa_hirsutissima","herbaceous subshrubs","woody root or xylopodium","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",125,0.7,NA,7,NA,NA,0.2,NA,0.285,0.13,0.065,0.625
"Mimosa_hirsutissima_hirsutissima","herbaceous subshrubs","woody root or xylopodium","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",175,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_hirsutissima_barbigera","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_hirsutissima_grossa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",50,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_pogonoclada","herb","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"paleaceous","4","",NA,NA,"","",NA,"",70,NA,NA,4.75,NA,NA,0.22,NA,0.28,0.09,NA,0.7
"Mimosa_vestita","herbaceous subshrubs","","capitula","globose pseudoracemose","4-merous",NA,NA,NA,NA,"paleaceous, stramineous lobes united into a narrowlycampanulate tube","4","pink",NA,NA,"","",NA,"",100,0.725,NA,3.25,NA,NA,0.225,NA,0.35,0.1,0.07,0.5
"Mimosa_digitata","subshrubs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"pappiform","4","pink",NA,NA,"","",NA,"",125,0.675,NA,2.25,NA,NA,0.125,NA,0.285,0.1,0.055,0.55
"Mimosa_rufipila","herbaceous subshrubs","oblique knotty rootstock","capitula","globose or more often ellipsoid","4-merous",NA,NA,NA,NA,"pappiform-paleaceous","4","pink fading dark brown",NA,NA,"","",NA,"",47.5,0.775,NA,3.75,NA,NA,0.125,NA,0.28,0.08,0.045,0.5
"Mimosa_macrocephala","subshrubs","xylopodium","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"paleaceous spathiform","4","pink drying brown ",NA,NA,"","",NA,"",50,0.925,NA,7.5,NA,NA,0.17,NA,0.365,0.1,0.06,0.375
"Mimosa_procurrens","herbaeous","knotty xylopodium","capitula","ellipsoid or subglobose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",25,0.925,NA,8,NA,NA,NA,NA,0.365,0.14,0.065,0.65
"Mimosa_amambayensis_amambayensis","subshrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",75,3.65,NA,1.95,1.95,NA,1.6,NA,1.3,1.1,3.5,5.4
"Mimosa_amambayensis_amambayensis","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_amambayensis_glabrata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_lupinoides","herbaceous subshrubs","xylopodium","capitula","","4-merous",NA,NA,NA,NA,"membrano-paleaceous","4","pink",NA,NA,"","",NA,"",30,0.7,NA,9,NA,NA,1.45,NA,3.75,1.1,0.7,0.75
"Mimosa_caaguazuensis","Dwarf unarmed macrophyllidious herds from subterranean caudex surmounting a woody root, the prostrate-assurgent simple stems","subterranean caudex surmounting a woody root","capitula","globose","4-merous",NA,NA,NA,NA,"spathaceous","4","pink",NA,NA,"","",NA,"",17.5,1.1,NA,9,NA,NA,NA,NA,1.95,0.7,0.8,0.6
"Mimosa_brevipes","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",850,0.6,NA,0.75,NA,NA,NA,NA,2.05,0.1,2.9,5.5
"Mimosa_diversipila","subshrubs","xylopodium and woody fusiform roots","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"membranous rim","4","pink",NA,NA,"","",NA,"",110,0.65,NA,1,NA,NA,0.01,NA,0.265,0.11,0.0425,0.6
"Mimosa_diversipila_subglabriseta","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_diversipila_diversipila","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_fernandezcasasii","subshrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",850,25,NA,20,20,NA,0.25,NA,2.55,0.7,0.5,3.1
"Mimosa_cryptogloea","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","4","lilac-pink",NA,NA,"","",NA,"",180,NA,NA,4,4,NA,0.2,NA,4.5,1.2,0.6,1
"Mimosa_sceptrum","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"minute collar or obsolete","4","pink",NA,NA,"","",NA,"",120,1.2,NA,NA,NA,NA,NA,NA,0.45,1.2,NA,4.25
"Mimosa_custodis","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"obsolete","4","pink",NA,NA,"","",NA,"",100,0.8,NA,2,NA,NA,NA,NA,0.325,0.1,0.07,0.625
"Mimosa_longiracemosa","subshrub","","capitula","globose","4-merous",NA,NA,NA,NA,"collar","4","pink",NA,NA,"","",NA,"",90,4.6,NA,3,3,NA,0.1,NA,3.45,0.7,0.5,0.7
"Mimosa_nitidula","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",120,120,NA,1.3,NA,NA,NA,NA,3.5,1.1,0.9,6.5
"Mimosa_pseudopetiolaris","subshrubs","woody root","capitula","globose","4-merous",NA,NA,NA,NA,"obscurely lobulate","4","pink",NA,NA,"","",NA,"",450,3.55,NA,18,18,NA,0.85,NA,2.3,1.1,0.5,0.6
"Mimosa_thomista","subshrubs","woody root","capitula","globose","4-merous",NA,NA,NA,NA,"pappiform-paleaceous","4","",NA,NA,"","",NA,"",150,0.8,NA,1.5,NA,NA,0.275,NA,0.41,0.14,0.055,NA
"Mimosa_pogocephala","shrubs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"membranous","4","pink",NA,NA,"","",NA,"",120,0.7,NA,1.35,NA,NA,1.45,NA,2.65,0.9,0.65,0.55
"Mimosa_bombycina","shrubs","","capitula","ovoid","4-merous",NA,NA,NA,NA,"shallowly campanulate","4","pink",NA,NA,"","",NA,"",200,0.95,NA,9,9,NA,0.2,NA,3.65,1.2,0.55,6.5
"Mimosa_bombycina_bombycina","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_bombycina_pluriceps","","","capitulis","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_parviceps","arborescent shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",300,0.55,NA,2.75,NA,NA,0.025,NA,0.245,0.1,0.055,0.75
"Mimosa_montiscarasae","shrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"campanulate","4","",NA,NA,"","",NA,"",150,0.7,NA,2.25,NA,NA,0.02,NA,0.265,0.1,0.06,NA
"Mimosa_adamantina","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",180,0.55,NA,6.25,NA,NA,0.04,NA,0.24,0.09,0.065,0.65
"Mimosa_adamantina_adamantina","shrub","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_adamantina_hebecarpa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_multiplex","herbaceous","slender woody root","capitula","globose","4-merous",NA,NA,NA,NA,"","4","",NA,NA,"","",NA,"",32.5,0.525,NA,2.75,2.75,NA,0.04,NA,0.22,0.09,0.0525,0.3
"Mimosa_ernestii","shrubs","","capitula","ovoid or globose","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",200,0.5,NA,1.5,NA,NA,0.06,NA,0.22,0.11,0.08,0.2
"Mimosa_setistipula","shrubs","","capitula","ovoid-ellipsoid","4-merous",NA,NA,NA,NA,"cup or collar","4","pink",NA,NA,"","",NA,"",200,17.5,NA,2.25,2.25,NA,0.0125,0.12,0.24,0.09,0.05,0.55
"Mimosa_coniflora","shrubs","","capitula","oblong","4-merous",NA,NA,NA,NA,"cup","8","pink",NA,NA,"","",NA,"",200,0.85,NA,0.85,NA,NA,0.0225,NA,0.18,0.08,0.08,0.625
"Mimosa_congestifolia","shrubs","","capitula","ovoid-ellipsoid","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",150,0.675,NA,2.5,NA,NA,NA,NA,0.34,0.12,0.065,0.7
"Mimosa_reduviosa","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"pappiform","4","vivid pink",NA,NA,"","",NA,"",100,0.6,NA,2.5,NA,NA,0.15,NA,0.245,0.08,0.0525,0.625
"Mimosa_bocainae","shrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"shallowly campanulate","4","pink",NA,NA,"","",NA,"",NA,0.975,NA,NA,NA,NA,0.1,NA,0.245,0.08,0.055,0.65
"Mimosa_lasiocephala","","","capitula","ovoid","4-merous",NA,NA,NA,NA,"","4","",NA,NA,"","",NA,"",NA,0.45,NA,2.75,2.75,NA,NA,NA,0.2,NA,NA,NA
"Mimosa_itatiaiensis","shrubs or subshrubs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","4","",NA,NA,"","",NA,"",50,0.675,NA,2.5,2.5,NA,0.045,NA,0.265,0.08,0.05,0.6
"Mimosa_microcarpa","shrubs","","capitula","","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",175,NA,NA,0.5,0.5,NA,0.115,0.035,0.255,0.1,0.06,0.75
"Mimosa_paranapiacabae","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"pappiform","4","pink",NA,NA,"","",NA,"",200,NA,NA,1.55,1.55,NA,NA,NA,0.24,0.1,0.0525,0.7
"Mimosa_hilariana","subshrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"irregularly denticulate","4","",NA,NA,"","",NA,"",115,0.5,NA,NA,NA,NA,0.07,NA,0.185,0.07,0.045,NA
"Mimosa_lanata","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous-pappiform","4","pink or lilac",NA,NA,"","",NA,"",125,0.6,NA,3.5,3.5,NA,0.065,NA,0.22,0.065,0.035,0.45
"Mimosa_macrocalyx","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",130,0.375,NA,2.5,2.5,0.02,0.14,0.085,0.195,0.08,0.045,0.425
"Mimosa_pedersenii","shrubs and subshrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"paleaceous-pappiform","4","pink",NA,NA,"","",NA,"",400,0.5,NA,3.75,NA,NA,0.145,NA,0.195,0.06,0.045,0.425
"Mimosa_reptans","shrublezs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",70,0.45,NA,6,6,NA,0.07,NA,0.205,0.07,0.045,0.35
"Mimosa_schleidenii","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"pappiform","4","pink-purple",NA,NA,"","",NA,"",NA,0.75,NA,10.5,NA,NA,0.09,NA,0.275,0.12,0.055,0.4
"Mimosa_fachinalensis","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",35,0.7,NA,4.75,NA,NA,0.165,NA,0.285,0.1,0.05,0.4
"Mimosa_luciana","shrub","","capitula","globose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",NA,0.55,NA,0.9,0.9,NA,NA,NA,0.215,NA,NA,0.4
"Mimosa_humifusa","subshrub","thick woody root","capitula","subglobose","4-merous",NA,NA,NA,NA,"pappiform","4","",NA,NA,"","",NA,"",17.5,0.5,NA,1.75,NA,NA,0.055,NA,0.18,0.07,0.0375,NA
"Mimosa_paupera","perennial herbs","branched subterranean caudex surmounting a fusiform or massive cylindric woody root","capitula","ellipsoid or subglobose","4-merous",NA,NA,NA,NA,"","4","pink-lilac",NA,NA,"","",NA,"",30,NA,NA,5.5,NA,NA,0.015,NA,0.21,0.075,NA,NA
"Mimosa_paupera_paupera","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_paupera_dives","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_falcipinna","subshrub","xylopodium and a carrot-shaped woody root","capitula","ovoid or subglobose","4-merous",NA,NA,NA,NA,"membranous collar","4","pink",NA,NA,"","",NA,"",32.5,0.675,NA,6,NA,NA,0.0125,NA,0.28,0.08,0.06,0.7
"Mimosa_distans","subshrubs and suffruticose Herbs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"membranous","4","pink",NA,NA,"","",NA,"",70,0.65,NA,4.25,NA,NA,0.02,NA,0.26,0.11,0.05,0.625
"Mimosa_distans_distans","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_distans","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_neuroloma","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_elongata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_elongata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_elongata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_paraguariensis","subshurb","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_quadripinna","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_distans_terezinae","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_ramentacea","shrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"campanulate","4","pink",NA,NA,"","",NA,"",100,0.475,NA,1,NA,NA,NA,NA,0.25,0.1,0.05,0.4
"Mimosa_niederleinii","subshrub","","fl-spikes","cylindric","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",100,1.85,NA,2.5,NA,NA,0.055,NA,0.18,0.07,0.04,0.475
"Mimosa_pseudolepidota","","","spikes","","",NA,NA,NA,NA,"campanulate tube","","",NA,NA,"","",NA,"",80000,1.45,NA,1.5,1.5,NA,0.07,NA,0.13,NA,NA,NA
"Mimosa_kuhnisteroides","subshrubs","","fl-spikes","","4-merous",NA,NA,NA,NA,"campanulate","4","",NA,NA,"","",NA,"",100,1.2,NA,6,NA,NA,0.09,0.055,0.22,0.1,0.06,0.75
"Mimosa_axillaris","shrub or shrublet","","capitula","moriform","4-merous",NA,NA,NA,NA,"paleaceous-pappiform","4","pink",NA,NA,"","",NA,"",NA,0.525,NA,3,NA,NA,0.1,NA,0.205,0.08,0.045,0.4
"Mimosa_dryandroides","shrubs","","capitula","ellipsoid or shortly cylindric","4-merous",NA,NA,NA,NA,"paleaceous-pappiform","4","lilac-pink",NA,NA,"","",NA,"",170,1.1,NA,2,NA,NA,0.14,0.03,0.245,0.11,0.07,0.725
"Mimosa_dryandroides_dryandroides","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_dryandroides_extratropica","","","capitulis","oblongo-cylindricis","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,2.5,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA
"Mimosa_perdusenii","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"membranous","4","pink",NA,NA,"","",NA,"",60,0.55,NA,1.75,NA,NA,0.02,NA,0.235,0.08,0.045,0.4
"Mimosa_dutrae","herbs","rooting at random nodes","fl-spikes","cylindric","4-merous",NA,NA,NA,NA,"paleaceous","4","pink",NA,NA,"","",NA,"",30,1.4,NA,7.5,NA,NA,0.09,NA,0.215,0.1,0.075,0.4
"Mimosa_widgrenii","herbs","","capitula","globose","4-merous",NA,NA,NA,NA,"paleaceous-pappiform","4","pink",NA,NA,"","",NA,"",85,0.75,NA,2.25,2.25,NA,NA,0.12,NA,0.1,0.0775,0.6
"Mimosa_diffusa","swbshrub","","capitula","subglobose","4-merous",NA,NA,NA,NA,"campanulate","4","unknown",NA,NA,"","",NA,"",50,0.575,NA,2.25,2.25,NA,NA,NA,0.23,0.07,0.05,0.3
"Mimosa_modesta","herbs","woody root-crown","capitula","subspherical","4-merous",NA,NA,NA,NA,"","4","bright pink",NA,NA,"","",NA,"",107.5,0.75,NA,7.5,NA,NA,NA,NA,NA,0.07,0.0475,0.65
"Mimosa_modesta_modesta","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,7,7,NA,NA,NA,0.245,NA,NA,NA
"Mimosa_modesta_ursinoides","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",85000,NA,NA,8,8,NA,NA,NA,3.33,NA,NA,NA
"Mimosa_honesta","subshrub","woody base","capitula","subglobose","4-merous",NA,NA,NA,NA,"pappiform","4","deep pink or lilac-purple",NA,NA,"","",NA,"",32.5,0.9,NA,3.5,NA,NA,0.2,NA,0.335,0.1,NA,0.465
"Mimosa_skinneri","short-lived perennial herbs","","capitula","ellipsoid or globose","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",35,NA,NA,4.5,NA,NA,0.02,NA,0.205,NA,NA,0.5
"Mimosa_skinneri_desmodioides","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_skinneri_minima","","","capitulum","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_skinneri_carajarum","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_skinneri_skinneri","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_ursina","monocarpic herbs","","capitula","","4-merous",NA,NA,NA,NA,"cup","4","pinkish",NA,NA,"","",NA,"",35,NA,NA,1.55,NA,NA,0.02,NA,0.185,0.05,NA,0.3
"Mimosa_viva","herb","knotty subterranean caudex","capitula","","4-merous",NA,NA,NA,NA,"campanulate","4","whitish",NA,NA,"","",NA,"",NA,NA,NA,1.5,1.5,NA,0.0375,0.0175,0.205,0.09,0.04,0.325
"Hydrochorea_acreana","tree","","umbiliform racemes","corymbose-paniculate or umbiliform racemes","","","","","","","10(12)","","","","","","","",2750,NA,NA,2.65,0.5,NA,0.325,0.42,0.55,0.75,0.085,1.375
"Abarema_cochliacarpos","tree, shrubs","","capitula","","5","","","","","","20(25)","","","","","","","",1600,NA,NA,7.75,NA,NA,0.19,0.035,0.6,0.185,0.085,1.45
"Jupunba_langsdorffii","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_abyssinica","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariosousa_acatlensis","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_adenocalyx","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_allenii","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_amythethophylla","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acaciella_angustissima","shrubs, trees","","racemes","capitulum like racemes","","","","","","","","","","","","","","",NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_anisophylla","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_asak","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_ataxacantha","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_bellula","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_berlandieri","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_biaciculata","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_bilimekii","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
